Day,Lähto,Rata_Numero,arvo1,arvo2,arvo3,Voitto
2/19/2020,2,4,"0,17","0,09","0,37", 
2/19/2020,2,5,"0,00","0,00","0,00", 
2/19/2020,2,6,"0,00","0,00","0,00", 
2/19/2020,2,7,"0,21","0,14","0,49", 
2/19/2020,2,8,"0,15","0,12","0,30",1
2/19/2020,2,9,"0,20","0,14","0,35", 
2/19/2020,2,10,"0,10","0,09","0,25", 
2/19/2020,2,11,"0,11","0,11","0,26", 
2/19/2020,2,12,"0,00","0,00","0,00", 
2/19/2020,2,13,"0,00","0,00","0,00", 
2/19/2020,2,14,"0,12","0,18","0,21", 
2/19/2020,2,15,"0,00","0,00","0,00", 
2/19/2020,2,16,"0,04","0,00","0,11", 
2/19/2020,3,1,"0,12","0,19","0,51", 
2/19/2020,3,2,"0,10","0,20","0,33", 
2/19/2020,3,3,"0,45","0,59","0,87",1
2/19/2020,3,4,"0,12","0,07","0,31", 
2/19/2020,3,5,"0,00","0,00","0,00", 
2/19/2020,3,6,"0,16","0,11","0,37", 
2/19/2020,3,7,"0,00","0,00","0,00", 
2/19/2020,3,8,"0,00","0,00","0,00", 
2/19/2020,3,9,"0,10","0,11","0,33", 
2/19/2020,3,10,"0,12","0,11","0,28", 
2/19/2020,3,11,"0,00","0,00","0,00", 
2/19/2020,3,12,"0,00","0,00","0,00", 
2/19/2020,3,13,"0,00","0,00","0,00", 
2/19/2020,3,14,"0,00","0,00","0,00", 
2/19/2020,3,15,"0,00","0,00","0,00", 
2/19/2020,3,16,"0,00","0,00","0,00", 
2/19/2020,4,1,"0,00","0,00","0,00", 
2/19/2020,4,2,"0,03","0,21","0,18", 
2/19/2020,4,3,"0,12","0,19","0,52", 
2/19/2020,4,4,"0,13","0,09","0,28", 
2/19/2020,4,5,"0,14","0,12","0,41", 
2/19/2020,4,6,"0,00","0,00","0,00", 
2/19/2020,4,7,"0,00","0,00","0,00", 
2/19/2020,4,8,"0,15","0,12","0,38",1
2/19/2020,4,9,"0,16","0,11","0,44", 
2/19/2020,4,10,"0,12","0,11","0,28", 
2/19/2020,4,11,"0,14","0,11","0,29", 
2/19/2020,4,12,"0,00","0,00","0,00", 
2/19/2020,4,13,"0,12","0,14","0,30", 
2/19/2020,4,14,"0,00","0,00","0,00", 
2/19/2020,4,15,"0,00","0,00","0,00", 
2/19/2020,4,16,"0,00","0,00","0,00", 
2/26/2020,1,1,"0,09","0,20","0,30", 
2/26/2020,1,2,"0,04","0,21","0,19", 
2/26/2020,1,3,"0,00","0,00","0,00", 
2/26/2020,1,4,"0,00","0,00","0,00", 
2/26/2020,1,5,"0,00","0,00","0,00", 
2/26/2020,1,6,"0,00","0,00","0,00", 
2/26/2020,1,7,"0,22","0,20","0,51", 
2/26/2020,1,8,"0,16","0,04","0,25", 
2/26/2020,1,9,"0,22","0,11","0,38", 
2/26/2020,1,10,"0,22","0,11","0,43", 
2/26/2020,1,11,"0,57","0,48","1,41",1
2/26/2020,1,12,"0,00","0,00","0,00", 
2/26/2020,1,13,"0,00","0,00","0,00", 
2/26/2020,1,14,"0,00","0,00","0,00", 
2/26/2020,1,15,"0,00","0,00","0,00", 
2/26/2020,1,16,"0,00","0,00","0,00", 
2/26/2020,2,1,"0,00","0,00","0,00", 
2/26/2020,2,2,"0,44","0,49","0,92",1
2/26/2020,2,3,"0,05","0,15","0,29", 
2/26/2020,2,4,"0,18","0,07","0,32", 
2/26/2020,2,5,"0,00","0,00","0,00", 
2/26/2020,2,6,"0,16","0,09","0,28", 
2/26/2020,2,7,"0,19","0,20","0,39", 
2/26/2020,2,8,"0,23","0,08","0,45", 
2/26/2020,2,9,"0,21","0,11","0,31", 
2/26/2020,2,10,"0,00","0,00","0,00", 
2/26/2020,2,11,"0,15","0,08","0,24", 
2/26/2020,2,12,"0,00","0,00","0,00", 
2/26/2020,2,13,"0,19","0,14","0,42", 
2/26/2020,2,14,"0,12","0,01","0,12", 
2/26/2020,2,15,"0,10","0,01","0,15", 
2/26/2020,2,16,"0,10","0,00","0,21", 
2/26/2020,3,1,"0,12","0,17","0,53", 
2/26/2020,3,2,"0,04","0,21","0,15", 
2/26/2020,3,3,"0,04","0,15","0,18", 
2/26/2020,3,4,"0,60","0,44","1,21", 
2/26/2020,3,5,"0,20","0,12","0,37", 
2/26/2020,3,6,"0,18","0,14","0,30", 
2/26/2020,3,7,"0,00","0,00","0,00", 
2/26/2020,3,8,"0,17","0,11","0,27",1
2/26/2020,3,9,"0,25","0,11","0,39", 
2/26/2020,3,10,"0,16","0,08","0,23", 
2/26/2020,3,11,"0,00","0,00","0,00", 
2/26/2020,3,12,"0,22","0,18","0,34", 
2/26/2020,3,13,"0,00","0,00","0,00", 
2/26/2020,3,14,"0,00","0,00","0,00", 
2/26/2020,3,15,"0,00","0,00","0,00", 
2/26/2020,3,16,"0,00","0,00","0,00", 
2/26/2020,4,1,"0,03","0,16","0,18", 
2/26/2020,4,2,"0,04","0,21","0,19", 
2/26/2020,4,3,"0,45","0,60","0,94", 
2/26/2020,4,4,"0,24","0,29","0,49", 
2/26/2020,4,5,"0,00","0,00","0,00", 
2/26/2020,4,6,"0,17","0,09","0,31", 
2/26/2020,4,7,"0,59","0,39","0,89", 
2/26/2020,4,8,"0,19","0,11","0,42", 
2/26/2020,4,9,"0,20","0,11","0,48", 
2/26/2020,4,10,"0,16","0,08","0,27",1
2/26/2020,4,11,"0,17","0,11","0,31", 
2/26/2020,4,12,"0,14","0,13","0,32", 
2/26/2020,4,13,"0,00","0,00","0,00", 
2/26/2020,4,14,"0,14","0,01","0,29", 
2/26/2020,4,15,"0,00","0,00","0,00", 
2/26/2020,4,16,"0,00","0,00","0,00", 
3/4/2020,1,1,"0,06","0,20","0,31", 
3/4/2020,1,2,"0,00","0,00","0,00", 
3/4/2020,1,3,"0,05","0,22","0,35", 
3/4/2020,1,4,"0,20","0,09","0,46", 
3/4/2020,1,5,"0,26","0,14","0,51", 
3/4/2020,1,6,"0,00","0,00","0,00", 
3/4/2020,1,7,"0,17","0,18","0,33", 
3/4/2020,1,8,"0,24","0,11","0,54",1
3/4/2020,1,9,"0,19","0,11","0,35", 
3/4/2020,1,10,"0,00","0,00","0,00", 
3/4/2020,1,11,"0,24","0,14","0,52", 
3/4/2020,1,12,"0,18","0,18","0,38", 
3/4/2020,1,13,"0,19","0,14","0,44", 
3/4/2020,1,14,"0,11","0,01","0,11", 
3/4/2020,1,15,"0,00","0,00","0,00", 
3/4/2020,1,16,"0,00","0,00","0,00", 
3/4/2020,2,1,"0,05","0,17","0,19", 
3/4/2020,2,2,"0,04","0,21","0,15", 
3/4/2020,2,3,"0,00","0,00","0,00", 
3/4/2020,2,4,"0,19","0,14","0,33", 
3/4/2020,2,5,"0,23","0,12","0,34", 
3/4/2020,2,6,"0,58","0,45","1,02",1
3/4/2020,2,7,"0,23","0,16","0,67", 
3/4/2020,2,8,"0,00","0,00","0,00", 
3/4/2020,2,9,"0,22","0,06","0,32", 
3/4/2020,2,10,"0,16","0,09","0,28", 
3/4/2020,2,11,"0,15","0,08","0,20", 
3/4/2020,2,12,"0,24","0,03","0,41", 
3/4/2020,2,13,"0,00","0,00","0,00", 
3/4/2020,2,14,"0,00","0,00","0,00", 
3/4/2020,2,15,"0,00","0,00","0,00", 
3/4/2020,2,16,"0,00","0,00","0,00", 
3/4/2020,3,1,"0,08","0,14","0,24", 
3/4/2020,3,2,"0,00","0,00","0,00", 
3/4/2020,3,3,"0,09","0,15","0,24", 
3/4/2020,3,4,"0,24","0,09","0,52", 
3/4/2020,3,5,"0,23","0,12","0,38", 
3/4/2020,3,6,"0,00","0,00","0,00", 
3/4/2020,3,7,"0,23","0,12","0,46", 
3/4/2020,3,8,"0,16","0,04","0,30", 
3/4/2020,3,9,"0,00","0,00","0,00", 
3/4/2020,3,10,"0,16","0,09","0,28", 
3/4/2020,3,11,"0,56","0,49","0,67",1
3/4/2020,3,12,"0,00","0,00","0,00", 
3/4/2020,3,13,"0,00","0,00","0,00", 
3/4/2020,3,14,"0,00","0,00","0,00", 
3/4/2020,3,15,"0,00","0,00","0,00", 
3/4/2020,3,16,"0,00","0,00","0,00", 
3/4/2020,4,1,"0,05","0,17","0,19", 
3/4/2020,4,2,"0,12","0,20","0,36", 
3/4/2020,4,3,"0,00","0,00","0,00", 
3/4/2020,4,4,"0,60","0,44","0,80",1
3/4/2020,4,5,"0,27","0,19","0,59", 
3/4/2020,4,6,"0,20","0,09","0,42", 
3/4/2020,4,7,"0,17","0,18","0,28", 
3/4/2020,4,8,"0,16","0,04","0,25", 
3/4/2020,4,9,"0,26","0,14","0,55", 
3/4/2020,4,10,"0,00","0,00","0,00", 
3/4/2020,4,11,"0,15","0,08","0,27", 
3/4/2020,4,12,"0,00","0,00","0,00", 
3/4/2020,4,13,"0,00","0,00","0,00", 
3/4/2020,4,14,"0,00","0,00","0,00", 
3/4/2020,4,15,"0,00","0,00","0,00", 
3/4/2020,4,16,"0,00","0,00","0,00", 
3/11/2020,1,1,"0,06","0,52","0,89", 
3/11/2020,1,2,"0,46","0,20","0,34", 
3/11/2020,1,3,"0,11","0,14","0,16", 
3/11/2020,1,4,"0,00","0,14","0,18", 
3/11/2020,1,5,"0,28","0,12","0,53", 
3/11/2020,1,6,"0,19","0,14","0,26", 
3/11/2020,1,7,"0,16","0,10","0,35", 
3/11/2020,1,8,"0,19","0,05","0,26",1
3/11/2020,1,9,"0,15","0,05","0,31", 
3/11/2020,1,10,"0,19","0,16","0,55", 
3/11/2020,1,11,"0,24","0,08","0,25", 
3/11/2020,1,12,"0,14","0,13","0,23", 
3/11/2020,1,13,"0,00","0,00","0,00", 
3/11/2020,1,14,"0,00","0,00","0,00", 
3/11/2020,1,15,"0,00","0,00","0,00", 
3/11/2020,1,16,"0,00","0,00","0,00", 
3/11/2020,2,1,"0,44","0,52","0,89", 
3/11/2020,2,2,"0,09","0,20","0,34", 
3/11/2020,2,3,"0,05","0,14","0,16", 
3/11/2020,2,4,"0,04","0,14","0,18", 
3/11/2020,2,5,"0,25","0,12","0,53", 
3/11/2020,2,6,"0,18","0,14","0,26",1
3/11/2020,2,7,"0,16","0,10","0,35", 
3/11/2020,2,8,"0,16","0,05","0,26", 
3/11/2020,2,9,"0,20","0,05","0,31", 
3/11/2020,2,10,"0,25","0,16","0,55", 
3/11/2020,2,11,"0,16","0,08","0,25", 
3/11/2020,2,12,"0,14","0,13","0,23", 
3/11/2020,2,13,"0,00","0,00","0,00", 
3/11/2020,2,14,"0,00","0,00","0,00", 
3/11/2020,2,15,"0,00","0,00","0,00", 
3/11/2020,2,16,"0,00","0,00","0,00", 
3/11/2020,3,1,"0,15","0,26","0,59", 
3/11/2020,3,2,"0,15","0,25","0,51", 
3/11/2020,3,3,"0,00","0,00","0,00", 
3/11/2020,3,4,"0,04","0,14","0,30", 
3/11/2020,3,5,"0,28","0,14","0,60", 
3/11/2020,3,6,"0,00","0,00","0,00", 
3/11/2020,3,7,"0,27","0,14","0,59", 
3/11/2020,3,8,"0,17","0,15","0,38", 
3/11/2020,3,9,"0,00","0,00","0,00", 
3/11/2020,3,10,"0,00","0,00","0,00", 
3/11/2020,3,11,"0,00","0,00","0,00",1
3/11/2020,3,12,"0,00","0,00","0,00", 
3/11/2020,3,13,"0,00","0,00","0,00", 
3/11/2020,3,14,"0,00","0,00","0,00", 
3/11/2020,3,15,"0,00","0,00","0,00", 
3/11/2020,3,16,"0,00","0,00","0,00", 
3/11/2020,4,1,"0,05","0,17","0,24", 
3/11/2020,4,2,"0,05","0,22","0,20", 
3/11/2020,4,3,"0,11","0,22","0,37", 
3/11/2020,4,4,"0,05","0,07","0,81",1
3/11/2020,4,5,"0,20","0,12","0,40", 
3/11/2020,4,6,"0,00","0,00","0,00", 
3/11/2020,4,7,"0,00","0,00","0,00", 
3/11/2020,4,8,"0,00","0,00","0,00", 
3/11/2020,4,9,"0,17","0,05","0,31", 
3/11/2020,4,10,"0,00","0,00","0,00", 
3/11/2020,4,11,"0,21","0,14","0,40", 
3/11/2020,4,12,"0,14","0,03","0,18", 
3/11/2020,4,13,"0,54","0,39","0,91", 
3/11/2020,4,14,"0,00","0,00","0,00", 
3/11/2020,4,15,"0,00","0,00","0,00", 
3/11/2020,4,16,"0,00","0,00","0,00", 
3/14/2020,1,1,"0,45","0,53","0,91", 
3/14/2020,1,2,"0,05","0,22","0,24", 
3/14/2020,1,3,"0,00","0,00","0,00", 
3/14/2020,1,4,"0,11","0,13","0,38", 
3/14/2020,1,5,"0,18","0,14","0,32", 
3/14/2020,1,6,"0,16","0,09","0,34", 
3/14/2020,1,7,"0,23","0,16","0,50",1
3/14/2020,1,8,"0,58","0,38","0,80", 
3/14/2020,1,9,"0,17","0,05","0,31", 
3/14/2020,1,10,"0,16","0,08","0,27", 
3/14/2020,1,11,"0,15","0,08","0,20", 
3/14/2020,1,12,"0,23","0,03","0,40", 
3/14/2020,1,13,"0,00","0,00","0,00", 
3/14/2020,1,14,"0,00","0,00","0,00", 
3/14/2020,1,15,"0,00","0,00","0,00", 
3/14/2020,1,16,"0,00","0,00","0,00", 
3/14/2020,2,1,"0,45","0,53","0,96",1
3/14/2020,2,2,"0,04","0,21","0,19", 
3/14/2020,2,3,"0,03","0,16","0,23", 
3/14/2020,2,4,"0,11","0,11","0,38", 
3/14/2020,2,5,"0,19","0,12","0,45", 
3/14/2020,2,6,"0,16","0,09","0,29", 
3/14/2020,2,7,"0,24","0,14","0,44", 
3/14/2020,2,8,"0,21","0,08","0,30", 
3/14/2020,2,9,"0,26","0,11","0,42", 
3/14/2020,2,10,"0,00","0,00","0,00", 
3/14/2020,2,11,"0,16","0,08","0,25", 
3/14/2020,2,12,"0,00","0,00","0,00", 
3/14/2020,2,13,"0,00","0,00","0,00", 
3/14/2020,2,14,"0,00","0,00","0,00", 
3/14/2020,2,15,"0,00","0,00","0,00", 
3/14/2020,2,16,"0,00","0,00","0,00", 
3/14/2020,3,1,"0,09","0,13","0,40", 
3/14/2020,3,2,"0,05","0,22","0,26",1
3/14/2020,3,3,"0,00","0,00","0,00", 
3/14/2020,3,4,"0,09","0,09","0,34", 
3/14/2020,3,5,"0,00","0,00","0,00", 
3/14/2020,3,6,"0,18","0,13","0,43", 
3/14/2020,3,7,"0,60","0,38","1,10", 
3/14/2020,3,8,"0,27","0,11","0,61", 
3/14/2020,3,9,"0,17","0,05","0,38", 
3/14/2020,3,10,"0,00","0,00","0,00", 
3/14/2020,3,11,"0,27","0,14","0,40", 
3/14/2020,3,12,"0,00","0,00","0,00", 
3/14/2020,3,13,"0,00","0,00","0,00", 
3/14/2020,3,14,"0,00","0,00","0,00", 
3/14/2020,3,15,"0,00","0,00","0,00", 
3/14/2020,3,16,"0,00","0,00","0,00", 
3/14/2020,4,1,"0,04","0,13","0,19", 
3/14/2020,4,2,"0,00","0,00","0,00", 
3/14/2020,4,3,"0,05","0,14","0,20", 
3/14/2020,4,4,"0,00","0,00","0,00", 
3/14/2020,4,5,"0,61","0,61","0,95", 
3/14/2020,4,6,"0,59","0,47","1,10", 
3/14/2020,4,7,"0,19","0,12","0,35", 
3/14/2020,4,8,"0,26","0,15","0,54", 
3/14/2020,4,9,"0,00","0,00","0,00", 
3/14/2020,4,10,"0,16","0,08","0,32", 
3/14/2020,4,11,"0,16","0,08","0,33", 
3/14/2020,4,12,"0,00","0,00","0,00", 
3/14/2020,4,13,"0,00","0,00","0,00",1
3/14/2020,4,14,"0,00","0,00","0,00", 
3/14/2020,4,15,"0,00","0,00","0,00", 
3/14/2020,4,16,"0,00","0,00","0,00", 
5/20/2020,1,1,"0,48","0,54","0,74",1
5/20/2020,1,2,"0,15","0,24","0,44", 
5/20/2020,1,3,"0,48","0,59","0,76", 
5/20/2020,1,4,"0,15","0,16","0,71", 
5/20/2020,1,5,"0,05","0,12","0,25", 
5/20/2020,1,6,"0,22","0,13","0,34", 
5/20/2020,1,7,"0,18","0,16","0,29", 
5/20/2020,1,8,"0,17","0,15","0,26", 
5/20/2020,1,9,"0,19","0,11","0,43", 
5/20/2020,1,10,"0,00","0,00","0,00", 
5/20/2020,1,11,"0,00","0,00","0,00", 
5/20/2020,1,12,"0,00","0,00","0,00", 
5/20/2020,1,13,"0,00","0,00","0,00", 
5/20/2020,1,14,"0,00","0,00","0,00", 
5/20/2020,1,15,"0,00","0,00","0,00", 
5/20/2020,1,16,"0,00","0,00","0,00", 
5/20/2020,2,1,"0,46","0,54","0,99", 
5/20/2020,2,2,"0,03","0,21","0,26", 
5/20/2020,2,3,"0,04","0,14","0,18",1
5/20/2020,2,4,"0,12","0,16","0,65", 
5/20/2020,2,5,"0,04","0,10","0,21", 
5/20/2020,2,6,"0,00","0,00","0,00", 
5/20/2020,2,7,"0,00","0,00","0,00", 
5/20/2020,2,8,"0,21","0,08","0,34", 
5/20/2020,2,9,"0,32","0,14","0,65", 
5/20/2020,2,10,"0,00","0,00","0,00", 
5/20/2020,2,11,"0,00","0,00","0,00", 
5/20/2020,2,12,"0,00","0,00","0,00", 
5/20/2020,2,13,"0,00","0,00","0,00", 
5/20/2020,2,14,"0,00","0,00","0,00", 
5/20/2020,2,15,"0,00","0,00","0,00", 
5/20/2020,2,16,"0,00","0,00","0,00", 
5/20/2020,3,1,"0,46","0,54","0,94", 
5/20/2020,3,2,"0,04","0,21","0,23", 
5/20/2020,3,3,"0,03","0,18","0,14", 
5/20/2020,3,4,"0,03","0,07","0,22", 
5/20/2020,3,5,"0,09","0,14","0,32", 
5/20/2020,3,6,"0,26","0,18","0,58", 
5/20/2020,3,7,"0,00","0,00","0,00",1
5/20/2020,3,8,"0,17","0,15","0,32", 
5/20/2020,3,9,"0,24","0,17","0,46", 
5/20/2020,3,10,"0,17","0,11","0,24", 
5/20/2020,3,11,"0,00","0,00","0,00", 
5/20/2020,3,12,"0,00","0,00","0,00", 
5/20/2020,3,13,"0,00","0,00","0,00", 
5/20/2020,3,14,"0,00","0,00","0,00", 
5/20/2020,3,15,"0,00","0,00","0,00", 
5/20/2020,3,16,"0,00","0,00","0,00", 
5/20/2020,4,1,"0,08","0,14","0,44", 
5/20/2020,4,2,"0,15","0,26","0,44", 
5/20/2020,4,3,"0,00","0,00","0,00", 
5/20/2020,4,4,"0,47","0,45","0,92", 
5/20/2020,4,5,"0,47","0,61","0,82", 
5/20/2020,4,6,"0,17","0,09","0,38",1
5/20/2020,4,7,"0,00","0,00","0,00", 
5/20/2020,4,8,"0,16","0,05","0,25", 
5/20/2020,4,9,"0,17","0,11","0,31", 
5/20/2020,4,10,"0,26","0,08","0,53", 
5/20/2020,4,11,"0,00","0,00","0,00", 
5/20/2020,4,12,"0,00","0,00","0,00", 
5/20/2020,4,13,"0,00","0,00","0,00", 
5/20/2020,4,14,"0,00","0,00","0,00", 
5/20/2020,4,15,"0,00","0,00","0,00", 
5/20/2020,4,16,"0,00","0,00","0,00", 
6/24/2020,1,1,"0,13","0,19","0,44", 
6/24/2020,1,2,"0,46","0,49","1,00",1
6/24/2020,1,3,"0,00","0,00","0,00", 
6/24/2020,1,4,"0,00","0,00","0,00", 
6/24/2020,1,5,"0,03","0,14","0,17", 
6/24/2020,1,6,"0,23","0,09","0,46", 
6/24/2020,1,7,"0,17","0,17","0,28", 
6/24/2020,1,8,"0,00","0,00","0,00", 
6/24/2020,1,9,"0,22","0,11","0,48", 
6/24/2020,1,10,"0,00","0,00","0,00", 
6/24/2020,1,11,"0,00","0,00","0,00", 
6/24/2020,1,12,"0,00","0,00","0,00", 
6/24/2020,1,13,"0,00","0,00","0,00", 
6/24/2020,1,14,"0,00","0,00","0,00", 
6/24/2020,1,15,"0,00","0,00","0,00", 
6/24/2020,1,16,"0,00","0,00","0,00", 
6/24/2020,2,1,"0,46","0,55","0,87", 
6/24/2020,2,2,"0,00","0,00","0,00", 
6/24/2020,2,3,"0,10","0,19","0,36", 
6/24/2020,2,4,"0,05","0,09","0,19", 
6/24/2020,2,5,"0,05","0,14","0,24",1
6/24/2020,2,6,"0,19","0,13","0,43", 
6/24/2020,2,7,"0,21","0,14","0,51", 
6/24/2020,2,8,"0,00","0,00","0,00", 
6/24/2020,2,9,"0,00","0,00","0,00", 
6/24/2020,2,10,"0,18","0,11","0,39", 
6/24/2020,2,11,"0,19","0,08","0,42", 
6/24/2020,2,12,"0,00","0,00","0,00", 
6/24/2020,2,13,"0,15","0,12","0,42", 
6/24/2020,2,14,"0,11","0,01","0,16", 
6/24/2020,2,15,"0,12","0,01","0,32", 
6/24/2020,2,16,"0,10","0,00","0,22", 
6/24/2020,3,1,"0,03","0,16","0,14", 
6/24/2020,3,2,"0,45","0,49","0,73", 
6/24/2020,3,3,"0,00","0,00","0,00", 
6/24/2020,3,4,"0,05","0,09","0,20", 
6/24/2020,3,5,"0,05","0,12","0,28", 
6/24/2020,3,6,"0,16","0,09","0,25", 
6/24/2020,3,7,"0,19","0,19","0,41", 
6/24/2020,3,8,"0,25","0,11","0,47", 
6/24/2020,3,9,"0,15","0,05","0,21", 
6/24/2020,3,10,"0,00","0,00","0,00", 
6/24/2020,3,11,"0,00","0,00","0,00", 
6/24/2020,3,12,"0,16","0,08","0,29", 
6/24/2020,3,13,"0,20","0,12","0,38",1
6/24/2020,3,14,"0,11","0,01","0,20", 
6/24/2020,3,15,"0,10","0,01","0,20", 
6/24/2020,3,16,"0,12","0,00","0,18", 
6/24/2020,4,1,"0,45","0,55","1,32",1
6/24/2020,4,2,"0,04","0,21","0,19", 
6/24/2020,4,3,"0,04","0,14","0,41", 
6/24/2020,4,4,"0,03","0,07","0,13", 
6/24/2020,4,5,"0,00","0,00","0,00", 
6/24/2020,4,6,"0,16","0,09","0,32", 
6/24/2020,4,7,"0,16","0,12","0,28", 
6/24/2020,4,8,"0,00","0,00","0,00", 
6/24/2020,4,9,"0,21","0,11","0,31", 
6/24/2020,4,10,"0,58","0,55","1,00", 
6/24/2020,4,11,"0,00","0,00","0,00", 
6/24/2020,4,12,"0,00","0,00","0,00", 
6/24/2020,4,13,"0,00","0,00","0,00", 
6/24/2020,4,14,"0,00","0,00","0,00", 
6/24/2020,4,15,"0,00","0,00","0,00", 
6/24/2020,4,16,"0,00","0,00","0,00", 
7/1/2020,1,1,"0,12","0,14","0,27", 
7/1/2020,1,2,"0,48","0,49","1,07", 
7/1/2020,1,3,"0,10","0,18","0,42", 
7/1/2020,1,4,"0,14","0,17","0,59", 
7/1/2020,1,5,"0,13","0,12","0,43",1
7/1/2020,1,6,"0,17","0,09","0,36", 
7/1/2020,1,7,"0,00","0,00","0,00", 
7/1/2020,1,8,"0,00","0,00","0,00", 
7/1/2020,1,9,"0,23","0,11","0,54", 
7/1/2020,1,10,"0,00","0,00","0,00", 
7/1/2020,1,11,"0,00","0,00","0,00", 
7/1/2020,1,12,"0,00","0,00","0,00", 
7/1/2020,1,13,"0,00","0,00","0,00", 
7/1/2020,1,14,"0,00","0,00","0,00", 
7/1/2020,1,15,"0,00","0,00","0,00", 
7/1/2020,1,16,"0,00","0,00","0,00", 
7/1/2020,2,1,"0,03","0,16","0,18", 
7/1/2020,2,2,"0,04","0,21","0,15", 
7/1/2020,2,3,"0,00","0,00","0,00", 
7/1/2020,2,4,"0,05","0,09","0,24", 
7/1/2020,2,5,"0,46","0,60","0,59", 
7/1/2020,2,6,"0,24","0,18","0,57", 
7/1/2020,2,7,"0,19","0,12","0,34",1
7/1/2020,2,8,"0,00","0,00","0,00", 
7/1/2020,2,9,"0,00","0,00","0,00", 
7/1/2020,2,10,"0,16","0,08","0,23", 
7/1/2020,2,11,"0,15","0,08","0,24", 
7/1/2020,2,12,"0,15","0,13","0,31", 
7/1/2020,2,13,"0,17","0,11","0,35", 
7/1/2020,2,14,"0,19","0,18","0,39", 
7/1/2020,2,15,"0,00","0,00","0,00", 
7/1/2020,2,16,"0,00","0,00","0,00", 
7/1/2020,3,1,"0,12","0,19","0,61", 
7/1/2020,3,2,"0,11","0,20","0,32", 
7/1/2020,3,3,"0,07","0,22","0,41", 
7/1/2020,3,4,"0,00","0,00","0,00", 
7/1/2020,3,5,"0,04","0,10","0,17", 
7/1/2020,3,6,"0,00","0,00","0,00", 
7/1/2020,3,7,"0,17","0,17","0,39", 
7/1/2020,3,8,"0,00","0,00","0,00", 
7/1/2020,3,9,"0,15","0,05","0,28", 
7/1/2020,3,10,"0,58","0,55","0,76",1
7/1/2020,3,11,"0,15","0,08","0,34", 
7/1/2020,3,12,"0,00","0,00","0,00", 
7/1/2020,3,13,"0,00","0,00","0,00", 
7/1/2020,3,14,"0,00","0,00","0,00", 
7/1/2020,3,15,"0,00","0,00","0,00", 
7/1/2020,3,16,"0,00","0,00","0,00", 
7/1/2020,4,1,"0,00","0,00","0,00", 
7/1/2020,4,2,"0,48","0,49","1,09", 
7/1/2020,4,3,"0,15","0,23","0,49", 
7/1/2020,4,4,"0,11","0,15","0,55",1
7/1/2020,4,5,"0,06","0,12","0,31", 
7/1/2020,4,6,"0,18","0,13","0,43", 
7/1/2020,4,7,"0,17","0,17","0,28", 
7/1/2020,4,8,"0,24","0,11","0,54", 
7/1/2020,4,9,"0,15","0,11","0,32", 
7/1/2020,4,10,"0,23","0,11","0,67", 
7/1/2020,4,11,"0,20","0,11","0,38", 
7/1/2020,4,12,"0,00","0,00","0,00", 
7/1/2020,4,13,"0,00","0,00","0,00", 
7/1/2020,4,14,"0,00","0,00","0,00", 
7/1/2020,4,15,"0,00","0,00","0,00", 
7/1/2020,4,16,"0,00","0,00","0,00", 
7/8/2020,1,1,"0,04","0,17","0,24", 
7/8/2020,1,2,"0,09","0,20","0,43", 
7/8/2020,1,3,"0,00","0,00","0,00", 
7/8/2020,1,4,"0,06","0,09","0,32", 
7/8/2020,1,5,"0,06","0,12","0,22", 
7/8/2020,1,6,"0,17","0,09","0,33", 
7/8/2020,1,7,"0,24","0,15","0,41", 
7/8/2020,1,8,"0,24","0,14","0,51", 
7/8/2020,1,9,"0,26","0,14","0,49", 
7/8/2020,1,10,"0,00","0,00","0,00", 
7/8/2020,1,11,"0,23","0,11","0,58", 
7/8/2020,1,12,"0,14","0,13","0,26",1
7/8/2020,1,13,"0,00","0,00","0,00", 
7/8/2020,1,14,"0,00","0,00","0,00", 
7/8/2020,1,15,"0,00","0,00","0,00", 
7/8/2020,1,16,"0,00","0,00","0,00", 
7/8/2020,2,1,"0,11","0,23","0,37", 
7/8/2020,2,2,"0,00","0,00","0,00", 
7/8/2020,2,3,"0,00","0,00","0,00", 
7/8/2020,2,4,"0,45","0,45","1,38", 
7/8/2020,2,5,"0,04","0,12","0,18", 
7/8/2020,2,6,"0,16","0,09","0,24", 
7/8/2020,2,7,"0,17","0,17","0,24", 
7/8/2020,2,8,"0,18","0,08","0,39", 
7/8/2020,2,9,"0,00","0,00","0,00", 
7/8/2020,2,10,"0,20","0,11","0,36",1
7/8/2020,2,11,"0,00","0,00","0,00", 
7/8/2020,2,12,"0,15","0,13","0,23", 
7/8/2020,2,13,"0,00","0,00","0,00", 
7/8/2020,2,14,"0,13","0,01","0,28", 
7/8/2020,2,15,"0,00","0,00","0,00", 
7/8/2020,2,16,"0,00","0,00","0,00", 
7/8/2020,3,1,"0,06","0,20","0,20", 
7/8/2020,3,2,"0,00","0,00","0,00", 
7/8/2020,3,3,"0,07","0,21","0,33",1
7/8/2020,3,4,"0,00","0,00","0,00", 
7/8/2020,3,5,"0,05","0,15","0,19", 
7/8/2020,3,6,"0,17","0,13","0,35", 
7/8/2020,3,7,"0,18","0,15","0,35", 
7/8/2020,3,8,"0,27","0,14","0,50", 
7/8/2020,3,9,"0,26","0,11","0,44", 
7/8/2020,3,10,"0,20","0,11","0,36", 
7/8/2020,3,11,"0,16","0,11","0,22", 
7/8/2020,3,12,"0,25","0,13","0,46", 
