Day,Lähto,Rata_Numero,arvo1,arvo2,arvo3,Voitto
7/8/2020,3,13,"0,00","0,00","0,00", 
7/8/2020,3,14,"0,00","0,00","0,00", 
7/8/2020,3,15,"0,00","0,00","0,00", 
7/8/2020,3,16,"0,00","0,00","0,00", 
7/8/2020,4,1,"0,45","0,56","1,14",1
7/8/2020,4,2,"0,03","0,21","0,14", 
7/8/2020,4,3,"0,00","0,00","0,00", 
7/8/2020,4,4,"0,03","0,07","0,20", 
7/8/2020,4,5,"0,08","0,12","0,21", 
7/8/2020,4,6,"0,17","0,09","0,34", 
7/8/2020,4,7,"0,23","0,15","0,62", 
7/8/2020,4,8,"0,00","0,00","0,00", 
7/8/2020,4,9,"0,22","0,11","0,43", 
7/8/2020,4,10,"0,20","0,11","0,48", 
7/8/2020,4,11,"0,00","0,00","0,00", 
7/8/2020,4,12,"0,19","0,08","0,34", 
7/8/2020,4,13,"0,00","0,00","0,00", 
7/8/2020,4,14,"0,00","0,00","0,00", 
7/8/2020,4,15,"0,00","0,00","0,00", 
7/8/2020,4,16,"0,00","0,00","0,00", 
7/15/2020,1,1,"0,27","0,14","0,29", 
7/15/2020,1,2,"0,17","0,22","0,20", 
7/15/2020,1,3,"0,23","0,17","0,21", 
7/15/2020,1,4,"0,21","0,27","0,49", 
7/15/2020,1,5,"0,18","0,15","0,28", 
7/15/2020,1,6,"0,23","0,13","0,57", 
7/15/2020,1,7,"0,22","0,00","0,00", 
7/15/2020,1,8,"0,00","0,04","0,30", 
7/15/2020,1,9,"1,00","0,00","0,00", 
7/15/2020,1,10,"0,00","0,16","0,79",1
7/15/2020,1,11,"1,00","0,11","0,55", 
7/15/2020,1,12,"0,00","0,03","0,18", 
7/15/2020,1,13,"0,00","0,00","0,00", 
7/15/2020,1,14,"0,00","0,00","0,00", 
7/15/2020,1,15,"0,06","0,00","0,00", 
7/15/2020,1,16,"0,27","0,00","0,00", 
7/15/2020,2,1,"0,05","0,17","0,20", 
7/15/2020,2,2,"0,05","0,22","0,20", 
7/15/2020,2,3,"0,03","0,17","0,21", 
7/15/2020,2,4,"0,14","0,27","0,49", 
7/15/2020,2,5,"0,08","0,15","0,28", 
7/15/2020,2,6,"0,23","0,13","0,57",1
7/15/2020,2,7,"0,00","0,00","0,00", 
7/15/2020,2,8,"0,16","0,04","0,30", 
7/15/2020,2,9,"0,00","0,00","0,00", 
7/15/2020,2,10,"0,26","0,16","0,79", 
7/15/2020,2,11,"0,25","0,11","0,55", 
7/15/2020,2,12,"0,14","0,03","0,18", 
7/15/2020,2,13,"0,00","0,00","0,00", 
7/15/2020,2,14,"0,00","0,00","0,00", 
7/15/2020,2,15,"0,00","0,00","0,00", 
7/15/2020,2,16,"0,00","0,00","0,00", 
7/15/2020,3,1,"0,11","0,17","0,39", 
7/15/2020,3,2,"0,11","0,22","0,45", 
7/15/2020,3,3,"0,09","0,14","0,28", 
7/15/2020,3,4,"0,04","0,13","0,18", 
7/15/2020,3,5,"0,11","0,14","0,34", 
7/15/2020,3,6,"0,00","0,00","0,00", 
7/15/2020,3,7,"0,60","0,39","1,10",1
7/15/2020,3,8,"0,17","0,14","0,26", 
7/15/2020,3,9,"0,23","0,11","0,34", 
7/15/2020,3,10,"0,00","0,00","0,00", 
7/15/2020,3,11,"0,00","0,00","0,00", 
7/15/2020,3,12,"0,00","0,00","0,00", 
7/15/2020,3,13,"0,00","0,00","0,00", 
7/15/2020,3,14,"0,00","0,00","0,00", 
7/15/2020,3,15,"0,00","0,00","0,00", 
7/15/2020,3,16,"0,00","0,00","0,00", 
7/15/2020,4,1,"0,05","0,20","0,39", 
7/15/2020,4,2,"0,13","0,22","0,44", 
7/15/2020,4,3,"0,00","0,00","0,00", 
7/15/2020,4,4,"0,04","0,13","0,23", 
7/15/2020,4,5,"0,07","0,19","0,39", 
7/15/2020,4,6,"0,18","0,13","0,31",1
7/15/2020,4,7,"0,00","0,00","0,00", 
7/15/2020,4,8,"0,00","0,00","0,00", 
7/15/2020,4,9,"0,26","0,11","0,50", 
7/15/2020,4,10,"0,18","0,13","0,38", 
7/15/2020,4,11,"0,17","0,14","0,32", 
7/15/2020,4,12,"0,00","0,00","0,00", 
7/15/2020,4,13,"0,22","0,21","0,57", 
7/15/2020,4,14,"0,00","0,00","0,00", 
7/15/2020,4,15,"0,00","0,00","0,00", 
7/15/2020,4,16,"0,00","0,00","0,00", 
7/22/2020,1,1,"0,52","0,17","0,48", 
7/22/2020,1,2,"0,13","0,21","0,28", 
7/22/2020,1,3,"0,41","0,22","0,46", 
7/22/2020,1,4,"0,00","0,00","0,00", 
7/22/2020,1,5,"0,00","0,00","0,00", 
7/22/2020,1,6,"0,81","0,47","0,99", 
7/22/2020,1,7,"0,66","0,40","0,84", 
7/22/2020,1,8,"0,00","0,00","0,00", 
7/22/2020,1,9,"0,77","0,50","0,94",1
7/22/2020,1,10,"0,40","0,09","0,57", 
7/22/2020,1,11,"0,00","0,00","0,00", 
7/22/2020,1,12,"0,00","0,00","0,00", 
7/22/2020,1,13,"0,00","0,00","0,00", 
7/22/2020,1,14,"0,00","0,00","0,00", 
7/22/2020,1,15,"0,00","0,00","0,00", 
7/22/2020,1,16,"0,00","0,00","0,00", 
7/22/2020,2,1,"0,30","0,25","0,45", 
7/22/2020,2,2,"0,33","0,26","0,47",1
7/22/2020,2,3,"0,30","0,21","0,44", 
7/22/2020,2,4,"0,14","0,24","0,29", 
7/22/2020,2,5,"0,00","0,00","0,00", 
7/22/2020,2,6,"0,28","0,28","0,41", 
7/22/2020,2,7,"0,33","0,14","0,44", 
7/22/2020,2,8,"0,27","0,29","0,32", 
7/22/2020,2,9,"0,30","0,05","0,41", 
7/22/2020,2,10,"0,27","0,22","0,34", 
7/22/2020,2,11,"0,61","0,08","0,49", 
7/22/2020,2,12,"0,14","0,03","0,18", 
7/22/2020,2,13,"0,00","0,00","0,00", 
7/22/2020,2,14,"0,00","0,00","0,00", 
7/22/2020,2,15,"0,00","0,00","0,00", 
7/22/2020,2,16,"0,00","0,00","0,00", 
7/22/2020,3,1,"0,51","0,18","0,46", 
7/22/2020,3,2,"0,00","0,00","0,00", 
7/22/2020,3,3,"0,47","0,22","0,41", 
7/22/2020,3,4,"0,85","0,45","1,03",1
7/22/2020,3,5,"0,03","0,14","0,20", 
7/22/2020,3,6,"0,00","0,00","0,00", 
7/22/2020,3,7,"0,00","0,00","0,00", 
7/22/2020,3,8,"0,26","0,18","0,31", 
7/22/2020,3,9,"0,31","0,14","0,46", 
7/22/2020,3,10,"0,33","0,11","0,49", 
7/22/2020,3,11,"0,26","0,30","0,42", 
7/22/2020,3,12,"0,00","0,00","0,00", 
7/22/2020,3,13,"0,00","0,00","0,00", 
7/22/2020,3,14,"0,00","0,00","0,00", 
7/22/2020,3,15,"0,00","0,00","0,00", 
7/22/2020,3,16,"0,00","0,00","0,00", 
7/22/2020,4,1,"0,14","0,27","0,30", 
7/22/2020,4,2,"0,25","0,19","0,41", 
7/22/2020,4,3,"0,14","0,27","0,34", 
7/22/2020,4,4,"0,65","0,45","0,93", 
7/22/2020,4,5,"0,19","0,31","0,36", 
7/22/2020,4,6,"0,78","0,47","1,05",1
7/22/2020,4,7,"0,13","0,12","0,21", 
7/22/2020,4,8,"0,00","0,00","0,00", 
7/22/2020,4,9,"0,15","0,05","0,25", 
7/22/2020,4,10,"0,00","0,00","0,00", 
7/22/2020,4,11,"0,00","0,00","0,00", 
7/22/2020,4,12,"0,63","0,17","0,58", 
7/22/2020,4,13,"0,00","0,00","0,00", 
7/22/2020,4,14,"0,00","0,00","0,00", 
7/22/2020,4,15,"0,00","0,00","0,00", 
7/22/2020,4,16,"0,00","0,00","0,00", 
7/29/2020,1,1,"0,00","0,00","0,00", 
7/29/2020,1,2,"0,00","0,00","0,00", 
7/29/2020,1,3,"0,44","0,22","0,36", 
7/29/2020,1,4,"0,40","0,09","0,44", 
7/29/2020,1,5,"0,68","0,59","0,86", 
7/29/2020,1,6,"0,00","0,00","0,00", 
7/29/2020,1,7,"0,00","0,00","0,00", 
7/29/2020,1,8,"0,15","0,08","0,24", 
7/29/2020,1,9,"0,15","0,05","0,21", 
7/29/2020,1,10,"0,28","0,30","0,46", 
7/29/2020,1,11,"0,37","0,08","0,46", 
7/29/2020,1,12,"0,27","0,29","0,35", 
7/29/2020,1,13,"0,28","0,11","0,41", 
7/29/2020,1,14,"0,00","0,00","0,00", 
7/29/2020,1,15,"0,00","0,00","0,00", 
7/29/2020,1,16,"0,34","0,00","0,41",1
7/29/2020,2,1,"0,00","0,00","0,00", 
7/29/2020,2,2,"0,03","0,21","0,19", 
7/29/2020,2,3,"0,69","0,58","0,91", 
7/29/2020,2,4,"0,51","0,17","0,44", 
7/29/2020,2,5,"0,00","0,00","0,00", 
7/29/2020,2,6,"0,44","0,11","0,42", 
7/29/2020,2,7,"0,03","0,12","0,10", 
7/29/2020,2,8,"0,00","0,00","0,00", 
7/29/2020,2,9,"0,66","0,11","0,67", 
7/29/2020,2,10,"0,16","0,09","0,30", 
7/29/2020,2,11,"0,42","0,14","0,47",1
7/29/2020,2,12,"0,54","0,17","0,41", 
7/29/2020,2,13,"0,00","0,00","0,00", 
7/29/2020,2,14,"0,00","0,00","0,00", 
7/29/2020,2,15,"0,00","0,00","0,00", 
7/29/2020,2,16,"0,00","0,00","0,00", 
7/29/2020,3,1,"0,34","0,23","0,35", 
7/29/2020,3,2,"0,30","0,27","0,51", 
7/29/2020,3,3,"0,00","0,00","0,00", 
7/29/2020,3,4,"0,30","0,09","0,33", 
7/29/2020,3,5,"0,49","0,14","0,46", 
7/29/2020,3,6,"0,47","0,09","0,47", 
7/29/2020,3,7,"0,63","0,40","0,78", 
7/29/2020,3,8,"0,26","0,08","0,31", 
7/29/2020,3,9,"0,26","0,21","0,36", 
7/29/2020,3,10,"0,27","0,09","0,30", 
7/29/2020,3,11,"0,42","0,14","0,52",1
7/29/2020,3,12,"0,00","0,00","0,00", 
7/29/2020,3,13,"0,00","0,00","0,00", 
7/29/2020,3,14,"0,00","0,00","0,00", 
7/29/2020,3,15,"0,00","0,00","0,00", 
7/29/2020,3,16,"0,00","0,00","0,00", 
7/29/2020,4,1,"0,14","0,16","0,25", 
7/29/2020,4,2,"0,00","0,00","0,00", 
7/29/2020,4,3,"0,67","0,58","0,87", 
7/29/2020,4,4,"0,24","0,31","0,44", 
7/29/2020,4,5,"0,22","0,14","0,44", 
7/29/2020,4,6,"0,28","0,24","0,51",1
7/29/2020,4,7,"0,50","0,15","0,41", 
7/29/2020,4,8,"0,26","0,08","0,36", 
7/29/2020,4,9,"0,15","0,05","0,28", 
7/29/2020,4,10,"0,28","0,35","0,44", 
7/29/2020,4,11,"0,25","0,08","0,35", 
7/29/2020,4,12,"0,00","0,00","0,00", 
7/29/2020,4,13,"0,00","0,00","0,00", 
7/29/2020,4,14,"0,00","0,00","0,00", 
7/29/2020,4,15,"0,00","0,00","0,00", 
7/29/2020,4,16,"0,00","0,00","0,00", 
8/5/2020,1,1,"0,91","0,57","1,06",1
8/5/2020,1,2,"0,00","0,00","0,00", 
8/5/2020,1,3,"0,00","0,00","0,00", 
8/5/2020,1,4,"0,00","0,00","0,00", 
8/5/2020,1,5,"0,14","0,14","0,31", 
8/5/2020,1,6,"0,60","0,09","0,62", 
8/5/2020,1,7,"0,00","0,00","0,00", 
8/5/2020,1,8,"0,15","0,08","0,25", 
8/5/2020,1,9,"0,27","0,33","0,40", 
8/5/2020,1,10,"0,00","0,00","0,00", 
8/5/2020,1,11,"0,00","0,00","0,00", 
8/5/2020,1,12,"0,26","0,29","0,35", 
8/5/2020,1,13,"0,35","0,11","0,36", 
8/5/2020,1,14,"0,30","0,01","0,31", 
8/5/2020,1,15,"0,00","0,00","0,00", 
8/5/2020,1,16,"0,00","0,00","0,00", 
8/5/2020,2,1,"0,38","0,14","0,21", 
8/5/2020,2,2,"0,17","0,39","0,32", 
8/5/2020,2,3,"0,70","0,58","0,85",1
8/5/2020,2,4,"0,00","0,00","0,00", 
8/5/2020,2,5,"0,48","0,15","0,36", 
8/5/2020,2,6,"0,28","0,09","0,36", 
8/5/2020,2,7,"0,71","0,13","0,62", 
8/5/2020,2,8,"0,82","0,38","1,02", 
8/5/2020,2,9,"0,33","0,29","0,52", 
8/5/2020,2,10,"0,00","0,00","0,00", 
8/5/2020,2,11,"0,16","0,40","0,21", 
8/5/2020,2,12,"0,26","0,36","0,35", 
8/5/2020,2,13,"0,62","0,01","0,36", 
8/5/2020,2,14,"0,00","0,00","0,00", 
8/5/2020,2,15,"0,00","0,00","0,00", 
8/5/2020,2,16,"0,00","0,00","0,00", 
8/5/2020,3,1,"0,51","0,14","0,38", 
8/5/2020,3,2,"0,77","0,49","0,98", 
8/5/2020,3,3,"0,15","0,40","0,25", 
8/5/2020,3,4,"0,04","0,40","0,14", 
8/5/2020,3,5,"0,15","0,36","0,29",1
8/5/2020,3,6,"0,00","0,00","0,00", 
8/5/2020,3,7,"0,69","0,15","0,61", 
8/5/2020,3,8,"0,00","0,00","0,00", 
8/5/2020,3,9,"7,28","0,25","0,45", 
8/5/2020,3,10,"0,72","0,11","0,49", 
8/5/2020,3,11,"0,59","0,19","0,48", 
8/5/2020,3,12,"0,00","0,00","0,00", 
8/5/2020,3,13,"0,00","0,00","0,00", 
8/5/2020,3,14,"0,00","0,00","0,00", 
8/5/2020,3,15,"0,00","0,00","0,00", 
8/5/2020,3,16,"0,00","0,00","0,00", 
8/5/2020,4,1,"0,15","0,47","0,26", 
8/5/2020,4,2,"0,25","0,27","0,36", 
8/5/2020,4,3,"0,36","0,21","0,46", 
8/5/2020,4,4,"0,15","0,47","0,25", 
8/5/2020,4,5,"0,17","0,44","0,27", 
8/5/2020,4,6,"0,52","0,17","0,65", 
8/5/2020,4,7,"0,00","0,00","0,00", 
8/5/2020,4,8,"0,29","0,28","0,34", 
8/5/2020,4,9,"0,27","0,45","0,33", 
8/5/2020,4,10,"0,42","0,31","0,54", 
8/5/2020,4,11,"0,73","0,08","0,55", 
8/5/2020,4,12,"0,65","0,12","0,54",1
8/5/2020,4,13,"0,00","0,00","0,00", 
8/5/2020,4,14,"0,00","0,00","0,00", 
8/5/2020,4,15,"0,00","0,00","0,00", 
8/5/2020,4,16,"0,00","0,00","0,00", 
8/19/2020,1,1,"0,75","0,26","0,66",1
8/19/2020,1,2,"0,00","0,00","0,00", 
8/19/2020,1,3,"0,56","0,29","0,43", 
8/19/2020,1,4,"0,60","0,21","0,46", 
8/19/2020,1,5,"0,00","0,00","0,00", 
8/19/2020,1,6,"0,74","0,06","0,85", 
8/19/2020,1,7,"0,97","0,51","1,05", 
8/19/2020,1,8,"0,00","0,00","0,00", 
8/19/2020,1,9,"0,62","0,26","0,62", 
8/19/2020,1,10,"0,00","0,00","0,00", 
8/19/2020,1,11,"0,73","0,40","0,30", 
8/19/2020,1,12,"0,23","0,11","0,43", 
8/19/2020,1,13,"0,00","0,00","0,00", 
8/19/2020,1,14,"0,00","0,00","0,00", 
8/19/2020,1,15,"0,00","0,00","0,00", 
8/19/2020,1,16,"0,00","0,00","0,00", 
8/19/2020,2,1,"0,55","0,09","0,48", 
8/19/2020,2,2,"0,30","0,06","0,46", 
8/19/2020,2,3,"0,55","0,11","0,52", 
8/19/2020,2,4,"0,73","0,44","0,80", 
8/19/2020,2,5,"0,39","0,08","0,37", 
8/19/2020,2,6,"0,26","0,15","0,34", 
8/19/2020,2,7,"0,82","0,39","0,53", 
8/19/2020,2,8,"0,88","0,45","0,21", 
8/19/2020,2,9,"0,68","0,43","0,50", 
8/19/2020,2,10,"0,66","0,44","0,33", 
8/19/2020,2,11,"0,69","0,23","0,58",1
8/19/2020,2,12,"0,54","0,24","0,47", 
8/19/2020,2,13,"0,00","0,00","0,00", 
8/19/2020,2,14,"0,00","0,00","0,00", 
8/19/2020,2,15,"0,00","0,00","0,00", 
8/19/2020,2,16,"0,00","0,00","0,00", 
8/19/2020,3,1,"0,52","0,23","0,23", 
8/19/2020,3,2,"0,00","0,00","0,00", 
8/19/2020,3,3,"0,00","0,00","0,00", 
8/19/2020,3,4,"0,00","0,00","0,00", 
8/19/2020,3,5,"0,00","0,00","0,00", 
8/19/2020,3,6,"0,82","0,39","0,52", 
8/19/2020,3,7,"0,00","0,00","0,00", 
8/19/2020,3,8,"0,46","0,26","0,36", 
8/19/2020,3,9,"0,00","0,00","0,00", 
8/19/2020,3,10,"0,55","0,22","0,34", 
8/19/2020,3,11,"0,00","0,00","0,00", 
8/19/2020,3,12,"0,14","0,11","0,40", 
8/19/2020,3,13,"0,00","0,00","0,00", 
8/19/2020,3,14,"0,79","0,29","0,63",1
8/19/2020,3,15,"0,59","0,11","0,31", 
8/19/2020,3,16,"0,49","0,11","0,27", 
8/19/2020,4,1,"0,12","0,03","0,23", 
8/19/2020,4,2,"0,81","0,38","0,93",1
8/19/2020,4,3,"0,63","0,10","0,62", 
8/19/2020,4,4,"0,52","0,08","0,54", 
8/19/2020,4,5,"0,51","0,09","0,56", 
8/19/2020,4,6,"0,26","0,15","0,34", 
8/19/2020,4,7,"0,16","0,17","0,35", 
8/19/2020,4,8,"0,00","0,00","0,00", 
8/19/2020,4,9,"0,00","0,00","0,00", 
8/19/2020,4,10,"0,74","0,36","0,77", 
8/19/2020,4,11,"0,00","0,00","0,00", 
8/19/2020,4,12,"0,00","0,00","0,00", 
8/19/2020,4,13,"0,00","0,00","0,00", 
8/19/2020,4,14,"0,00","0,00","0,00", 
8/19/2020,4,15,"0,00","0,00","0,00", 
8/19/2020,4,16,"0,00","0,00","0,00", 
8/26/2020,1,1,"0,26","0,08","0,26", 
8/26/2020,1,2,"0,03","0,20","0,25", 
8/26/2020,1,3,"0,43","0,08","0,55", 
8/26/2020,1,4,"0,26","0,06","0,26", 
8/26/2020,1,5,"0,76","0,55","0,95",1
8/26/2020,1,6,"0,56","0,09","0,50", 
8/26/2020,1,7,"0,56","0,33","0,57", 
8/26/2020,1,8,"0,29","0,39","0,42", 
8/26/2020,1,9,"0,26","0,25","0,47", 
8/26/2020,1,10,"0,00","0,00","0,00", 
8/26/2020,1,11,"0,00","0,00","0,00", 
8/26/2020,1,12,"0,00","0,00","0,00", 
8/26/2020,1,13,"0,00","0,00","0,00", 
8/26/2020,1,14,"0,00","0,00","0,00", 
8/26/2020,1,15,"0,00","0,00","0,00", 
8/26/2020,1,16,"0,00","0,00","0,00", 
8/26/2020,2,1,"0,00","0,00","0,00", 
8/26/2020,2,2,"0,53","0,19","0,54", 
8/26/2020,2,3,"0,57","0,25","0,59", 
8/26/2020,2,4,"0,46","0,16","0,64", 
8/26/2020,2,5,"0,03","0,20","0,20", 
8/26/2020,2,6,"0,00","0,00","0,00", 
8/26/2020,2,7,"0,60","0,25","0,76",1
8/26/2020,2,8,"0,45","0,35","0,45", 
8/26/2020,2,9,"0,00","0,00","0,00", 
8/26/2020,2,10,"0,00","0,00","0,00", 
8/26/2020,2,11,"0,00","0,00","0,00", 
8/26/2020,2,12,"0,00","0,00","0,00", 
8/26/2020,2,13,"0,00","0,00","0,00", 
8/26/2020,2,14,"0,00","0,00","0,00", 
8/26/2020,2,15,"0,00","0,00","0,00", 
8/26/2020,2,16,"0,00","0,00","0,00", 
8/26/2020,3,1,"0,56","0,05","0,60", 
8/26/2020,3,2,"0,41","0,24","0,46", 
8/26/2020,3,3,"0,12","0,18","0,30", 
8/26/2020,3,4,"0,39","0,15","0,40", 
8/26/2020,3,5,"0,57","0,21","0,65", 
8/26/2020,3,6,"0,00","0,00","0,00", 
8/26/2020,3,7,"0,56","0,23","0,67",1
8/26/2020,3,8,"0,92","0,50","0,97", 
8/26/2020,3,9,"0,15","0,26","0,28", 
8/26/2020,3,10,"0,00","0,00","0,00", 
8/26/2020,3,11,"0,00","0,00","0,00", 
8/26/2020,3,12,"0,00","0,00","0,00", 
8/26/2020,3,13,"0,00","0,00","0,00", 
8/26/2020,3,14,"0,00","0,00","0,00", 
8/26/2020,3,15,"0,00","0,00","0,00", 
8/26/2020,3,16,"0,00","0,00","0,00", 
8/26/2020,4,1,"0,43","0,27","0,50", 
8/26/2020,4,2,"0,31","0,06","0,38", 
8/26/2020,4,3,"0,00","0,00","0,00", 
8/26/2020,4,4,"0,00","0,00","0,00", 
8/26/2020,4,5,"0,39","0,17","0,44", 
8/26/2020,4,6,"0,48","0,33","0,56", 
8/26/2020,4,7,"0,56","0,35","0,61", 
8/26/2020,4,8,"0,95","0,51","1,00",1
8/26/2020,4,9,"0,61","0,26","0,75", 
8/26/2020,4,10,"0,00","0,00","0,00", 
8/26/2020,4,11,"0,00","0,00","0,00", 
8/26/2020,4,12,"0,00","0,00","0,00", 
8/26/2020,4,13,"0,00","0,00","0,00", 
8/26/2020,4,14,"0,00","0,00","0,00", 
8/26/2020,4,15,"0,00","0,00","0,00", 
8/26/2020,4,16,"0,00","0,00","0,00", 
9/2/2020,1,1,"0,03","0,03","0,14", 
9/2/2020,1,2,"0,00","0,00","0,00", 
9/2/2020,1,3,"0,00","0,00","0,00", 
9/2/2020,1,4,"0,50","0,06","0,49", 
9/2/2020,1,5,"0,16","0,05","0,26", 
9/2/2020,1,6,"0,00","0,00","0,00", 
9/2/2020,1,7,"0,30","0,17","0,37", 
9/2/2020,1,8,"0,50","0,22","0,55", 
9/2/2020,1,9,"0,49","0,28","0,65", 
9/2/2020,1,10,"0,86","0,67","0,93", 
9/2/2020,1,11,"0,00","0,00","0,00", 
9/2/2020,1,12,"0,47","0,27","0,51",1
9/2/2020,1,13,"0,51","0,21","0,57", 
9/2/2020,1,14,"0,24","0,08","0,29", 
9/2/2020,1,15,"0,40","0,44","0,50", 
9/2/2020,1,16,"0,00","0,00","0,00", 
9/2/2020,2,1,"0,53","0,27","0,68", 
9/2/2020,2,2,"0,00","0,00","0,00", 
9/2/2020,2,3,"0,16","0,03","0,27", 
9/2/2020,2,4,"0,00","0,00","0,00", 
9/2/2020,2,5,"0,76","0,56","0,85", 
9/2/2020,2,6,"1,00","0,60","1,12",1
9/2/2020,2,7,"0,00","0,00","0,00", 
9/2/2020,2,8,"0,44","0,27","0,49", 
9/2/2020,2,9,"0,00","0,00","0,00", 
9/2/2020,2,10,"0,00","0,00","0,00", 
9/2/2020,2,11,"0,49","0,20","0,47", 
9/2/2020,2,12,"0,00","0,00","0,00", 
9/2/2020,2,13,"0,00","0,00","0,00", 
9/2/2020,2,14,"0,37","0,08","0,31", 
9/2/2020,2,15,"0,00","0,00","0,00", 
9/2/2020,2,16,"0,00","0,00","0,00", 
9/2/2020,3,1,"0,42","0,18","0,38", 
9/2/2020,3,2,"0,49","0,16","0,47", 
9/2/2020,3,3,"0,42","0,14","0,32", 
9/2/2020,3,4,"0,41","0,19","0,46", 
9/2/2020,3,5,"0,52","0,19","0,52", 
9/2/2020,3,6,"1,02","0,59","1,10",1
9/2/2020,3,7,"0,48","0,21","0,39", 
9/2/2020,3,8,"0,47","0,22","0,48", 
9/2/2020,3,9,"0,42","0,25","0,43", 
9/2/2020,3,10,"0,59","0,30","0,49", 
9/2/2020,3,11,"0,00","0,00","0,00", 
9/2/2020,3,12,"0,00","0,00","0,00", 
9/2/2020,3,13,"0,00","0,00","0,00", 
9/2/2020,3,14,"0,00","0,00","0,00", 
9/2/2020,3,15,"0,00","0,00","0,00", 
9/2/2020,3,16,"0,00","0,00","0,00", 
9/2/2020,4,1,"0,42","0,15","0,38", 
9/2/2020,4,2,"0,82","0,39","1,08", 
9/2/2020,4,3,"0,35","0,25","0,42", 
9/2/2020,4,4,"0,43","0,24","0,63",1
9/2/2020,4,5,"0,16","0,05","0,26", 
9/2/2020,4,6,"0,48","0,19","0,46", 
9/2/2020,4,7,"0,00","0,00","0,00", 
9/2/2020,4,8,"0,00","0,00","0,00", 
9/2/2020,4,9,"0,28","0,12","0,46", 
9/2/2020,4,10,"0,55","0,31","0,42", 
9/2/2020,4,11,"0,15","0,15","0,27", 
9/2/2020,4,12,"0,56","0,26","0,47", 
9/2/2020,4,13,"0,00","0,00","0,00", 
9/2/2020,4,14,"0,00","0,00","0,00", 
9/2/2020,4,15,"0,00","0,00","0,00", 
9/2/2020,4,16,"0,00","0,00","0,00", 
9/4/2020,1,1,"0,75","0,48","1,01",1
9/4/2020,1,2,"0,15","0,06","0,26", 
9/4/2020,1,3,"0,45","0,28","0,55", 
9/4/2020,1,4,"0,47","0,13","0,57", 
9/4/2020,1,5,"0,35","0,17","0,59", 
9/4/2020,1,6,"0,17","0,06","0,25", 
9/4/2020,1,7,"0,29","0,17","0,46", 
9/4/2020,1,8,"0,28","0,29","0,40", 
9/4/2020,1,9,"0,28","0,12","0,41", 
9/4/2020,1,10,"0,17","0,35","0,31", 
9/4/2020,1,11,"0,27","0,15","0,47", 
9/4/2020,1,12,"0,40","0,34","0,59", 
9/4/2020,1,13,"0,00","0,00","0,00", 
9/4/2020,1,14,"0,00","0,00","0,00", 
9/4/2020,1,15,"0,00","0,00","0,00", 
9/4/2020,1,16,"0,00","0,00","0,00", 
9/4/2020,2,1,"0,44","2,00","0,60",1
9/4/2020,2,2,"0,00","2,00","0,00", 
9/4/2020,2,3,"0,15","3,00","0,30", 
9/4/2020,2,4,"0,15","3,00","0,25", 
9/4/2020,2,5,"0,40","3,00","0,29", 
9/4/2020,2,6,"0,68","4,00","0,62", 
9/4/2020,2,7,"0,50","3,00","0,25", 
9/4/2020,2,8,"0,71","0,00","0,60", 
9/4/2020,2,9,"0,00","1,00","0,00", 
9/4/2020,2,10,"0,00","0,00","0,00", 
9/4/2020,2,11,"0,70","0,00","0,80", 
9/4/2020,2,12,"0,70","1,00","0,62", 
9/4/2020,2,13,"0,90","1,00","1,01", 
9/4/2020,2,14,"0,61","1,00","0,46", 
9/4/2020,2,15,"0,45","0,00","0,31", 
9/4/2020,2,16,"0,82","3,00","0,84", 
9/4/2020,3,1,"0,03","0,03","0,21", 
9/4/2020,3,2,"0,45","0,08","0,45", 
9/4/2020,3,3,"0,03","0,03","0,13", 
9/4/2020,3,4,"0,40","0,21","0,50", 
9/4/2020,3,5,"0,00","0,00","0,00", 
9/4/2020,3,6,"0,00","0,00","0,00", 
9/4/2020,3,7,"0,93","0,48","1,09",1
9/4/2020,3,8,"0,27","0,15","0,33", 
9/4/2020,3,9,"0,27","0,12","0,21", 
9/4/2020,3,10,"0,57","0,24","0,36", 
9/4/2020,3,11,"0,00","0,00","0,00", 
9/4/2020,3,12,"0,00","0,00","0,00", 
9/4/2020,3,13,"0,00","0,00","0,00", 
9/4/2020,3,14,"0,00","0,00","0,00", 
9/4/2020,3,15,"0,00","0,00","0,00", 
9/4/2020,3,16,"0,00","0,00","0,00", 
9/4/2020,4,1,"0,32","0,28","0,48", 
9/4/2020,4,2,"0,81","0,39","0,92", 
9/4/2020,4,3,"0,36","0,17","0,27", 
9/4/2020,4,4,"0,36","0,23","0,47", 
9/4/2020,4,5,"0,48","0,18","0,58", 
9/4/2020,4,6,"0,50","0,35","0,46", 
9/4/2020,4,7,"0,64","0,20","0,73",1
9/4/2020,4,8,"0,00","0,00","0,00", 
9/4/2020,4,9,"0,63","0,36","0,69", 
9/4/2020,4,10,"0,00","0,00","0,00", 
9/4/2020,4,11,"0,00","0,00","0,00", 
9/4/2020,4,12,"0,00","0,00","0,00", 
9/4/2020,4,13,"0,00","0,00","0,00", 
9/4/2020,4,14,"0,00","0,00","0,00", 
9/4/2020,4,15,"0,00","0,00","0,00", 
9/4/2020,4,16,"0,00","0,00","0,00", 
9/5/2020,1,1,"0,49","0,24","0,44", 
9/5/2020,1,2,"0,00","0,00","0,00", 
9/5/2020,1,3,"0,03","0,03","0,13", 
9/5/2020,1,4,"0,37","0,19","0,25", 
9/5/2020,1,5,"0,00","0,00","0,00", 
